S.No,Statename,TimeStamp,NEWS SECTION,PLACE,NEWS HEADER,NEWS CONTENT
1097,Odisha,"April 20, 2020 22:22 IST",Other States,BHUBANESWAR,Coronavirus | Odisha to check people from sneaking into State,"After more than 10 persons, who have tested positive for coronavirus, are found to have sneaked into Odisha from West Bengal during the lockdown period, focus has now shifted to curb illegal movement along the long, porous borders of the State.These infected people had managed to travel hundreds of kilometres either by van, ambulance or goods vehicles dodging border guards during the lockdown period.A worried Odisha government had to request all those with travel history to West Bengal during the last 28 days to inform the local sarpanch, the Block Development Officer and the Tahsildar and quarantine themselves at home.Odisha shares borders with West Bengal, Jharkhand, Chhattisgarh and Andhra Pradesh.Village roadsPeople stranded in other States have reportedly taken village roads to enter the State.Also read: Coronavirus India lockdown Day 27 updatesMovement of people with little checking had been going on till March 29 when the Orissa High Court ordered all bordering districts to stop inbound migrant workers at the border and provide them shelters.“Till March 29, there had been unhindered movement of goods vehicles from across the border. Thereafter, we have tightened checking and not spared goods vehicles. Balasore’s border with West Bengal is definitely porous as vast stretches of agricultural fields are located on both sides,” said B. Jugal Kishore, Balasore Superintendent of Police.The checking at inter-State gates, Laxmanath and Digha, had been tightened, said Mr. Kishore.Mayurbhanj district, which shares border with West Bengal and Jharkhand, has entered into an understanding with the police of bordering districts, who have agreed not to let anyone cross the border. As a result, 110 shelter camps are operating in Mayurbhanj where people trying to cross the border have been put up.Long border“Being the largest district of Odisha, we have a long border. However, we have sensitised all gram rakhis (village guards) to keep an eye on movement of vehicles. The local IICs are being informed immediately. So it is difficult to sneak through our district. Fortunately, not a single positive case has been detected in our district,” said Smit P. Parmar, Mayurbhanj Superintendent of Police.Prior to March 29, many people had entered Odisha by some or other passes or by travelling in vehicles carrying essential goods. Mr. Parmar said the district police had intercepted a postal cargo van in which 29 migrant labourers were being transported, and an ambulance carrying people."
1098,Odisha,"April 21, 2020 15:02 IST",Other States,Bhubaneswar,Deceased COVID-19 ‘warriors’ to become ‘martyrs’ in Odisha,"Odisha Chief Minister Naveen Patnaik on Tuesday announced that the martyr status would be accorded to all health personnel and other support services who lost their lives fighting COVID-19. They would be provided funeral with State honours.“We have a rich tradition of honouring our brave hearts who fight for the country and acknowledge their supreme sacrifice. In the same spirit, we propose to recognise and honour the valiant work being done by our COVID warriors,” said Mr. Patnaik in a video message.Also read | Coronavirus: West Bengal link leaves Odisha worried“The State government, in convergence with the Government of India initiative, will ensure that ₹50 lakh is given to all health personnel [private and public] and members of all other support services who lose their precious lives in the fight against COVID-19. The State will treat them as martyrs and provide State funeral with State honours,” he said.AwardsA detailed scheme of awards would be instituted recognising their unparalleled sacrifice. These awards would be given on national days and the families of all government personnel (medical and others) would continue to receive full salary till the date of retirement.Mr. Patnaik said, “As a community, we should be very grateful for this bold and selfless service being rendered by our doctors, health professionals and other support services. Please remember that any act against them is an act against the State. In case anyone indulges in any act that will disturb or dishonour their work, very strict criminal action will be taken against them including invoking the provisions of the National Security Act.” Also read | Odisha police officer suspended for visiting Puri Jagannath temple with family during lockdown The entire human race was in a fight with Coronavirus. The world had lost more than two lakh lives in a span of three months, he stated. “No continent has been spared and most countries are in a state of war with this invisible enemy. This war is being fought by our doctors and healthcare professionals in the front lines, assisted by a huge army of support services. In the absence of any cure or vaccine, those fighting the COVID war for us are taking a huge risk by putting themselves in the front.”Odisha has so far reported a total of 79 COVID-19 cases. With the death of one patient and recovery of 25 persons so far, the number of active cases stands at 53.Meanwhile, three doctors and 19 nurses were placed under institutional quarantine in Jajpur district of the State. They had come in contact with COVID-19 positive persons while treating them in a hospital."
1099,Odisha,"April 21, 2020 10:08 IST",Other States,BHUBANESWAR:,Coronavirus: West Bengal link leaves Odisha worried,"Five more COVID-19 cases were reported from Odisha’s Balasore district bordering West Bengal, taking the State’s total to 79, the State Health & Family Welfare Department said on Tuesday.The government is worried as one third of the total number of affected people in Odisha had returned from the neighbouring State. With the death of one patient and recovery of 25 persons so far, the number of active cases stands at 53 in Odisha.The State reported 18 new cases between midnight of Sunday and midnight of Monday and a majority of these persons were found to have returned to Balasore, Bhadrak and Jajpur districts from West Bengal.Concerned over the trend, the State Health Department on Tuesday directed experts from medical colleges, senior health officers and rapid response teams to oversee containment measures in Balasore, Bhadrak and Jajpur districts.Rapid response teamsWhile three State rapid response teams proceeded to these districts, the SCB Medical College & Hospital, Cuttack, was asked to provide technical support to Jajpur district. The Fakir Mohan Medical College & Hospital at Balasore has been supporting Balasore and Bhadrak districts, the Health Department said.In fact, the State government had expressed its worries on Monday evening that 24 of the 74 infected persons till then had links with West Bengal. Most of these people had clandestinely entered Odisha, it said.Many of those who tested positive after coming from West Bengal were identified by members of Panchayati Raj institutions who did not allow to them to enter the villages, the government said. The panchayats had informed the district administration and ensured that these people were placed in quarantine.“In doing so, the panchayats saved the respective villages from the menace of COVID-19 entering their habitations and also exhibited how panchayats in Odisha are playing a leading role in combating COVID-19,” the government said.Stating that it was not easy for the administration and police to keep an eye on every village, the State government said that panchayats were extremely important in the detection of potential COVID-19 cases.The State government had announced on Sunday said it would take measures for smooth return of Odia migrant workers from other States after the lockdown restrictions were lifted.Sarpanchs of gram panchayats across Odisha have been delegated adequate powers as part of the government’s proactive scientific road-map for the return of the stranded workers."
1100,Odisha,"April 22, 2020 10:18 IST",Other States,BHUBANESWAR:,Coronavirus: Three new cases from Bhadrak district take Odisha’s tally to 82,"Three new COVID-19 cases were reported from Bhadrak district, taking Odisha’s total to 82, the State government said on Wednesday.Interactive map of confirmed coronavirus cases in IndiaAll three new cases from Bhadrak were men aged 35, 40 and 55. They were co-passengers of persons who had returned to the State from neighbouring West Bengal and tested positive for coronavirus earlier.So far, the State has recorded one death due to the pandemic and recovery of 30 patients. The number of active cases stands at 51, the government said.Data | The Nizamuddin cluster and the coronavirus spreadMeanwhile, the State Health & Family Welfare Department said that people who came from affected States recently might have been infected, and such people must come forward for testing to protect themselves and their families.Free testing, treatmentReiterating that testing and treatment for COVID-19 was free, the Health Department said people who had come from affected States should know that about 80% of positive cases detected in the State so far did not have any symptoms.Also read: ICMR asks States to stop using rapid antibody tests for next 2 daysInforming that testing was ramped up, the Health Department said that a record number of 2,027 reverse transcription polymerase chain reaction (RT-PCR) tests were conducted on a single day on Tuesday.Of these, 1.234 samples were tested at Regional Medical Research Centre, Bhubaneswar; 378 at SCB Medical College & Hospital, Cuttack; 192 at Institute of Life Sciences, Bhubaneswar; 77 at AIIMS Bhubaneswar; 51 at Ispat General Hospital, Rourkela; 41 at MKCG Medical College & Hospital, Berhampur; and 21 at Apollo Hospital, Bhubaneswar, which was the only private hospital conducting COVID-19 testing.A total number of 13,775 RT-PCR tests were conducted so far, said the Health Department. Besides, a total of 4,975 rapid antibody tests were also conducted till date."
1101,Odisha,"April 22, 2020 22:12 IST",Other States,Patna,Coronavirus lockdown leaves Bihar’s litchi growers in the lurch,"The prolonged lockdown to contain the coronavirus (COVID-19) pandemic has put Bihar’s more than 45,000 litchi farmers in a bind as they stare at imminent losses amounting to almost ₹1,000 crore this year. Bihar, especially Muzaffarpur district, accounts for almost 40% of the total litchi production in the country. "
1102,Odisha,"April 22, 2020 18:41 IST",Other States,Bhubaneswar:,"Coronavirus | Naveen Patnaik delivers oath to 6,798 village heads to keep their areas free from COVID-19","After bestowing the powers of a district Collector to village heads, Odisha Chief Minister Naveen Patnaik on Wednesday administered oath to more than 6,700 sarpanchs to work towards keeping their areas free from coronavirus (COVID-19) infection. The village heads from all the 6,798 gram panchayats took the pledge administered by the Chief Minister through video- conferencing.Interactive map of confirmed coronavirus cases in India “I take pledge to sincerely work towards containing the spread of novel coronavius in my panchayat for the public good. I will ensure keeping the people coming from other States in quarantine and look after their stay, food and treatment,” read the pledge. They also promised to implement the guidelines of the State government to prevent spread of the highly infectious disease. While interacting with some of the sarpanchs, Mr. Patnaik said he has full confidence in the efficiency of the elected people’s representatives and therefore empowered them with the Collector’s power. I am sure, if you sincerely follow the governments guidelines, coronavirus cannot enter in villages and panchayats. Do good works. Me and my government are with you, Mr. Patnaik told them. "
1103,Odisha,"April 23, 2020 19:35 IST",Other States,BHUBANESWAR,"Odisha reports 6 new COVID-19 cases, total rises to 89","Odisha on Thursday reported six new COVID-19 cases, four in Jajpur district and two in Balasore, taking the total to 89.The four persons from Jajpur who had tested positive were family members of those who had returned from West Bengal and tested positive earlier, while the two cases reported from Balasore were contacts of a COVID-19 case detected earlier, the State government said.Also read: Coronavirus | Tribals in Odisha’s Swabhiman Anchal in dire need, says CPI(M)While contact tracing of the six patients was initiated immediately, the State government deputed three of its senior officials to oversee the containment measures in the districts of Balasore, Bhadrak and Jajpur.These three districts have reported as many as 33 cases till Thursday and a majority of them include those who had recently returned from the neighbouring State, their family members and close contacts.The State government ordered a 60-hour-long complete lockdown in the three districts, starting from 10 p.m. on Thursday, to contain the spread of the novel coronavirus. Legal action would be taken against those violating the shutdown, the government said. The capital city of Bhubaneswar, which comes under Khordha district, has recorded the highest number of cases in the State so far, 46. As on Thursday, 10 of the State’s 30 districts had recorded COVID-19 cases.Of the total 89 cases as many as 33 had been discharged from hospitals after treatment by Thursday. While one patient had died earlier, 55 persons are under treatment at different exclusive COVID-19 hospitals.Meanwhile, the State government’s high level inter-ministerial committee on the pandemic decided to increase testing to 3,000 samples per day by the end of this month. A total of 15,984 samples had been tested in the State till midnight on Wednesday.The meeting, held via video conferencing, also discussed the implementation of a special plan that had been drawn up to deal with the emerging situation in the districts of Balasore, Bhadrak and Jajpur.The Ministers also emphasised the role of gram panchayats with regard to registration of Odia migrant workers who are expected to return to the State in large number in the coming weeks.As many as 32 COVID-19 hospitals have been made operational in the State, with a combined bed strength of 5,276."
1104,Odisha,"April 23, 2020 18:59 IST",Other States,BERHAMPUR,"Coronavirus | Tribals in Odisha’s Swabhiman Anchal in dire need, says CPI(M)","A “ground-level investigation” by members of the Odisha unit of the Communist Party of India-Marxist (CPI-M) has suggested that hundreds of tribal families in the remote Swabhiman Anchal of Odisha’s Malkangiri district have been left out of food security and other pro-poor government schemes.They are among the worst hit by the continuing lockdown to contain COVID-19. CPI(M) members living in Swabhiman Anchal said they adhered to social distancing protocol to survey eight villages in the Gajalmamudi, Badapada and Deoguda panchayats.‘An indicator’Their located 136 extremely needy poor tribal families that have been left out of food security and pro-poor schemes of the government. “This small investigation in eight villages is an indicator hinting at hundreds of similar tribal families left out from food security projects and other pro-poor schemes in Swabhiman Anchal,” said State secretary of CPI(M), Ali Kishor Patnaik.Mr. Patnaik has written to Odisha Chief Minister Naveen Patnaik with the request for immediate relief measures for affected tribals in Swabhiman Anchal. “We will also provide the list of left-out poor tribal families identified by our party members to the Malkangiri district administration for necessary action,” Mr. Patnaik said.Most deprived‘Swabhiman Anchal’ is the previously cut-off region near the Balimela reservoir, with over 150 villages that were connected by road to mainland Odisha in 2018 by the Gurupriya bridge. Even now several interior villages in the area not connected by roads. Swabhiman Anchal is most deprived region of the underdeveloped and Maoist-infested Malkangiri district.The hilly terrain of Swabhiman Anchal reduces the scope for paddy cultivation. Due to Maoist threats, panchayat elections could not be held in Swabhiman Anchal. The lack of elected panchayat bodies became a stumbling block in the identification and inclusion of all poor tribal families of the region in the lists of beneficiaries of government schemes, including those for food security. Administrative officials have also neglected this region because of the Maoist threat and the lack of a proper communication network.Collateral damageThe tribals are also victims of collateral damage in the continuing fight between Maoists and security forces. Most inhabitants of Swabhiman Anchal are collectors of forest produce and menial workers. “But they do not get minimum daily wages as prescribed by the State government, and proper prices for their forest produce is a dream,” alleged Mr. Patnaik.The Odisha CPI(M) has alleged that families of Swabhiman Anchal are so poor, they are unable to help each other out even at a time of extreme need. The party urged the State government to immediately reach out to every poor tribal family in Swabhiman Anchal and save them from starvation."
1105,Odisha,"April 24, 2020 13:48 IST",Other States,BHUBANESWAR,Rescued bonded labourers quell anxieties of migrant labourers in Odisha,"As the lockdown deadline draws closer, anxiety in remote Bhatigaon panchayat in Odisha’s Bargarh district steadily rises. However, the presence of Dhaneswar Podha, a Naib Sarpanch, helps calm the nerves.For the past one month, Mr. Podha has been constantly motivating about 90 migrant labourers stranded in Tamil Nadu and their family members back home in Odisha to stay calm.Rescued as a bonded labourer from Andhra Pradesh a few years ago, he is now readying isolation centres for prospective returnees at his village, while bringing all his experience of being an exploited migrant to play during a crisis such as the COVID-19 pandemic.“More than the physical infrastructure, the mental sturdiness would help tide over the crisis. Migrant workers have already spent a month in a state of idleness and uncertainty. Persuading them to undergo quarantine for another 14 days will be very difficult task,” said 30-year-old Mr. Podha.In 2012, he, along with his wife and children, were rescued from a brick kiln in Gudur in Andhra Pradesh. Using the rehabilitation assistance of ₹20,000 received under Bonded Labour System (Abolition) Act, 1976, he rebuilt his life and went on to become Naib Sarpanch.“I had gone to work in a brick kiln for six months’ wage of ₹40,000 for me and my wife. Upon reaching their, the brick kiln operator refused to pay the wage and forced us to work in the kiln. The mental trauma I had gone through then was unbearable,” said Mr. Podha. He was among 288 bonded labourers to be rescued from the brick kiln. As there are only 20 beds available, he is now in search of more vacant buildings that can be converted into isolation facilities.Comforting othersTalking to migrant workers over phone, he tells them not to lose patience and hope. The Naib Sarpanch also kept reminding them of spending 14 days in quarantine. “Dhaneswar Podha lives in the community. He had experienced trauma previously. His words of solace will carry more weight,” said Jyoti Prakash Brahma, who works with Aide et Action, an international voluntary organization.Jagadish Thapa in remote Chandotara village in Balangir district reveals a similar story. He was working as a bonded labourer and had faced abuse and threat at his workplace in Karnataka before being rescued. Upon his rescue, he used a small sum as capital to become an agricultural entrepreneur. Now, he is manning an isolation centre in his panchayat and comforting migrant labourers and their family members.“It is encouraging to see how the Odisha government is using community leaders like Jagdish Thapa to sensitise the community on the dangers of COVID-19. Clearing misconceptions around the homecoming migrants, if not addressed wisely, can make the crisis acute,” said Neenu Thomas, Director of International Justice Mission, an NGO working on migration issues in Odisha.An uneasy calm prevails in villages across the State as 7.5 lakh migrant workers are likely to return after lockdown restrictions are lifted. The Naveen Patnaik government has urged gram panchayats to tackle the crisis emerging from migrants’ influx."
1106,Odisha,"April 25, 2020 03:06 IST",National,BHUBANESWAR,5 returning migrants test positive in Odisha,"Five men, who recently returned to Odisha’s Bhadrak district from neighbouring West Bengal, were found positive for novel coronavirus taking the State’s total to 94 on Friday.Contact tracing and follow up action was initiated by the State government’s Health & Family Welfare Department in the villages from where the new cases were reported during the day.According to the State government, the districts of Bhadrak, Balasore and Jajpur, which were close to West Bengal, have reported as many as 33 cases during the past six days. These cases include West Bengal returnees and their close contacts.The State government has imposed a 60-hour complete shutdown in these three districts starting from 10 p.m. on Thursday to contain the spread of COVID-19. The shutdown restrictions are being strictly implemented by the administration and police.Of the total 94 cases, as many as 33 have been discharged from hospitals after treatment and 60 patients are under after treatment at different COVID-19 hospitals. One COVID-19 patient has died in the State so far. A total of 170 persons were in hospital isolation on Friday, the government said.Meanwhile, State government’s chief spokesperson on COVID-19 Subroto Bagchi appealed to the people of the three districts to remain vigilant and ensure strict quarantine of those coming from outside. Only by ensuring quarantine of the returnees that the elderly people and children in the villages can be kept safe, he said.Informing that a family had recently managed to enter the State from West Bengal by misusing an ambulance, Mr. Bagchi said an ambulance, which engaged in carrying fake patients with the intention to make money, may not be free of coronavirus itself. The family in question was caught at the border and the members were quarantined, he added.On the other hand, with another exclusive COVID hospital becoming operational in Kalahandi district on Friday the total number of such hospitals increased to 33 with combined capacity of 5476 beds."
1107,Odisha,"April 26, 2020 14:20 IST",Other States,BHUBANESWAR,Odisha to send buses to Gujarat to bring back stranded workers,"The Odisha government on Sunday said it would send buses to Maharashtra and Gujarat to bring back stranded migrant workers.The decision was taken following two separate discussions through video-conferencing between Odisha Chief Minister Naveen Patnaik and his counterparts Uddhav Thackeray and Vijay Rupani.Union Minister of Petroleum and Natural Gas Dharmendra Pradhan participated in both the discussions.There will be one coordination committee each for the two States.As of now, the buses will be mainly used for workers in the two States while the decision on using other modes of transport would be taken at a later stage. "
1108,Odisha,"April 26, 2020 09:38 IST",Other States,BHUBANESWAR:,Odisha’s COVID-19 positive count crosses 100,"Odisha’s COVID-19 positive case count has crossed 100, following the detection of nine new cases in Jajpur and Sundargarh districts during the past 24 hours.While six persons, who returned from West Bengal, tested positive in Jajpur, Sundargarh reported three new cases. The total cases now has reached 103.Six men who tested positive in Jajpur were aged between 23 and 57. According to Odisha’s Information and Public Relation department, these men had travel history to Kolkata.As per the latest health update, the three persons in Sundargarh, including two men and a woman, had come in close contact with a relative who had tested positive earlier. The State government has begun contact-tracing of all persons found positive.On Saturday, the government declared that all three infected persons in Sundargarh had recovered. Now, the detection of three new cases has left the administration worried.The Health and Family Welfare department sources said a total 22,816 tests using RT PCR method and 4,975 rapid antibody tests were carried out in the State. Of the total tests, 103 were found to be positive. Now, 68 are active COVID-19 cases, 35 have been discharged and one is reported dead.Highest in KhordhaAs of now, highest 46 positive cases were detected in Khordha district followed by Jajpur with 18 and Bhadrak with 16 cases. Balasore has reported 10 cases.The reason behind the recent rise in positive cases in the State is attributed to the arrival of people from West Bengal. According to the government, 39 cases with travel history to the neighbouring State were reported from the districts of Bhadrak, Balasore and Jajpur. The government is currently enforcing a 60-hour complete shutdown in the three districts.Odisha’s border with West Bengal has been sealed. As many as 37 motorable roads connecting Balasore and West Bengal are manned by State police. Besides, people residing in border villages have been asked to stop clandestine entry of people from West Bengal. Similarly, security in 22 roads connecting Mayurbhanj district and West Bengal has been increased."
1109,Odisha,"April 26, 2020 22:10 IST",Other States,Bhubaneswar,"Coronavirus facilities will help Odisha’s snakebite victims, say experts","The Odisha government’s move to add ventilator facilities to treat COVID-19 patients is likely to provide a much needed weapon for another serious threat — snakebite.Once the coronavirus scare fades away, the ventilators will surely prove to be a key life-saving asset for hundreds of people who die due to snakebites every year.According to Pratyush Mohapatra, a scientist with Zoological Survey of India, toxin injected during snakebite affects the nervous system and the bite becomes fatal especially in the case of bites by the common krait in which no local symptoms are detected.“If not treated immediately, victims may die from respiratory failure. It is often found that absence of ventilator facility in district level government health institutions increases chances of fatality in snakebites,” said Dr. Mohapatra.Although snakebite was declared as a State-specific disaster in 2015, health infrastructure was not upgraded to deal with the threat.Snakebites have claimed 3,565 lives in Odisha in the past five years. In 2019-20 alone, as many as 723 persons died from snakebites. The year 2018-19 had worse numbers with 913 snakebite deaths.“Acute neuromuscular paralysis, a type of neurotoxicity, is caused due to bite of cobras and kraits. Mechanical ventilation, intensive care and anti-venom treatment with prolonged hospital stays are key to snakebite treatment,” said the ZSI scientist.Despite recording high snakebite deaths, the government had never added ventilator facilities as well as manpower trained in handling ventilators in government health centres below the sub-divisional level hospitals.Now, as part COVID-19 pandemic response, the State government has ramped up ventilator facilities in government healthcare institutions.“Prior to COVID-19 pandemic, we had 297 ventilators available in the State. Now, we have already added 57 while ventilator facilities have significantly improved in private sector,” said Bijay Mohapatra, State Director of Health Service.During past one month, the government has created 5,486 beds in 34 COVID-19 only hospitals. As many as 352 ICU beds are available. Many of these ICUs have ventilator facilities.As the monsoon is little over a month away, people in rural areas will become more vulnerable to snakebite. As per an estimate, about 85% snakebite deaths take place between May and October."
1110,Odisha,"April 26, 2020 17:25 IST",National,BHUBANESWAR,Coronavirus | Odisha-based numismatist to sell collection for relief fund,"Moved by the great human tragedy unfolding in the wake of the COVID-19 pandemic, Debiprasad Mangaraj, a leading Indian numismatist, announced his plan to sell 2 lakh antique coins, including some priceless centuries-old currencies. Proceeds from the proposed auction will go to the PM CARES Fund and the Chief Minster’s Relief Fund.“I have a treasure of 8 lakh distinctive pieces of coins from different eras. Two lakh additional coins are also with me. Numismatists from within and outside India have tried to persuade me to sell some of them, but I never agreed to it before,” said Mr. Mangaraj, 28, who began collecting at the age of five. He estimates his collection to be worth crores of rupees.He began collecting when his grandfather, Dharanidhar Mangaraj, gave him 15 priceless East India Company coins, and has visited a number of States over the years to expand his collection. The young Mr. Mangaraj had finalised land on which he had intended to set up a coin museum in Bhubaneswar.An engineering graduate and entrepreneur, Mr. Mangaraj is also helping his sister produce a film on coins. He said he possesses rare copper, silver, gold and other metal coins, some used in transactions by the East India Company, others in circulation in the Maurya, Kushan and Mughal empires. The oldest coin in his collection could date back to 2,300 years.“I have collected punch-marked coins that were in use between the sixth and second centuries BCE. A special feature of the auction is a coin circulated by German dictator Adolf Hitler,” said Mr. Mangaraj. "
1111,Odisha,"April 27, 2020 10:13 IST",Other States,BHUBANESWAR:,Coronavirus: Districts close to Bengal emerge as second COVID-19 hotspots in Odisha,"As many as eight new COVID-19 cases were detected on Monday taking Odisha’s total to 111. While 72 of them are under treatment, 37 have recovered and one has died so far.Six of the eight new cases were reported from Balasore while one was reported from Jajpur and one from Koraput, the first case in the district, according to the State government.Also read: Coronavirus facilities will help Odisha’s snakebite victimsThe Koraput case pertained to a 22-year-old staff nurse who had come from Kolkata on April 14 to join duty. He was quarantined and tested due to travel history, the government said.The districts of Balasore, Bhadrak and Jajpur, which are adjacent and close to West Bengal, have emerged as the second COVID-19 hotspots. While 16 cases each have been reported from Balasore and Bhadrak, 19 have been detected in Jajpur.Interactive map of confirmed coronavirus cases in IndiaIn fact, 46 cases have been reported from this cluster during the past nine days. They include those who recently returned from West Bengal and their close contacts. Bhubaneswar was the first hotspot that reported 46 cases by April 14. The city has not reported any new case since then.With the number of cases rising in the cluster, the State government had ordered a 60-hour-long shutdown from 10 p.m. on Thursday to contain the spread of the pandemic. Though the shutdown ended on Sunday morning, several areas in Jajpur and Balasore districts were declared containment zones following the detection of new cases."
1112,Odisha,"April 28, 2020 03:55 IST",Other States,BERHAMPUR,Coronavirus | Odisha prepares low cost ‘aerosol box’ and ‘face shields’,"Government Industrial Training Institute (ITI) of Odisha’s Berhampur has prepared extreme low cost ‘aerosol box’ and ‘face shields’ for medical staff involved in treatment of COVID-19 patients.Receiving information about it, Director General of Employment and Training (DGET) and Central ministry for Skill Development & Entrepreneurship has organised a video conference of different ITIs of the country on April 30, where Berhampur ITI will provide technical training for preparation of these much needed medical equipments to other ITIs for local production at their end, said principal of Berhampur ITI, Rajat Panigrahy.At request of Ganjam district administration Berhampur ITI successfully experimented construction of cost effective ‘aerosol box’ and ‘face shields’. Market price of an ‘aerosol box’ is around 10,000 rupees. But Berhampur ITI made it at low production cost of around 3000 rupees. Each ‘face shield’ is sold for around 200 rupees, while its production cost at Berhampur ITI is just 11 rupees.While the institute remains closed for students during lockdown, principal and staffs of Berhampur ITI designed and constructed them in the workshops of the institute. The ‘aerosol boxes’ and ‘face shields’ prepared by Berhampur ITI will be provided to COVID-19 hospital in Ganjam district. ‘Aerosol box’ is a transparent box with holes to enter gloved hands, which is put over the head of a COVID-19 patient placed on ventilator in ICU during the intubation process. Intubation involves insertion of endotracheal tube (ET) through the mouth to the airway. The ‘aerosol box’ serves as barrier to check possible transmission of COVID-19 droplets from the patient to the treating doctors administering intubation. The ‘aerosol box’ of Berhampur ITI uses 4mm transparent acrylic sheets that are cut by laser cutting machine to make the joints completely airtight, said Mr Panigrahy. After use for one patient it can be sanitised for reuse, he added.The ‘face shields’ of Behampur ITI uses A4 transparent shields with foam lined elastic bands to keep them attached to the head of the user. These shields covering face, eyes and neck are useful protective gear for medical staff, ambulance drivers, health workers and police, who are at high risk of airborne viral droplets. In comparison to the ones available in market, our ‘face shield’ is more comfortable and can be worn for long time, said Mr Panigrahy.Added to it, Berhampur ITI has also constructed one cost effective ‘mobile COVID-19 sample collection kiosk’ at cost of 30,000 rupees. Till now no COVID-19 positive case has emerged from Ganjam district. If need arises more such mobile kiosks will be constructed."
1113,Odisha,"April 28, 2020 03:30 IST",Other States,BHUBANESWAR,Coronavirus lockdown | 4.86 lakh people register with Odisha govt. to return home,"A whopping 4.86 lakh stranded migrant workers and other natives have registered with the Odisha government in 48 hours stating that they intend to return home.The overwhelming response was received from people stuck outside after the government made registration mandatory for all returnees. Either prospective returnees or their family members can register online or filling of forms by person at panchayats for return. Although registration process was made operational from Friday, it actually picked up during past 48 hours.“In past 48 hours, 4.86 lakh people intending to return home have completed registration,” said Subroto Bagchi, Chief Spokesperson on COVID-19, here on Monday.The State government has already announced to bring its migrant workers back from Maharashtra and Gujarat by buses. Chief Minister Naveen Patnaik had held discussions with Maharashtra CM Uddhav Thackeray and Gujarat CM Vijay Rupani for safe and dignified return of workers.As per the plan, the government will provide transport facility to migrant workers from bus terminals to village level isolation camps. Nodal officers have been appointed in each gram panchayat for the purpose.The State government has so far created 2.27 lakh beds in 7200 isolation facilities. All returnees will be mandatorily sent for 14 days of quarantine to these facilities. Every quarantined person will be stamped with date in indelible ink. The government will bear the cost towards food, health and accommodation of people to be put up in these centres. Upon completion of 14-days of quarantine, each person will be given incentive of Rs. 2000.Besides, the government has also made arrangement of hotels where returnees can opt for quarantine on payment basis.The State government has estimated that 7.5 lakh migrant workers are stranded in other States following COVID-19 lockdown.Meanwhile, activists have raised objections to submission of Aadhaar number as mandatory requirement in the registration process. “To register, people need to fill up an online form available on the portal, in which it is mandatory to provide the stranded person’s Aadhaar card number and the applicant’s mobile phone number. This makes the exercise discriminatory and non-inclusive,” alleged Citizen Action Group (CAG) comprising of activists who work on COVID-19 response. The group demanded immediate revocation of requirement of Aadhaar number. They urged government to consider other options, such voter ID, driving license or even post-registration authentication by the panchayats."
1114,Odisha,"April 28, 2020 23:21 IST",Other States,BERHAMPUR,Coronavirus lockdown | Boat with 33 migrant workers reaches Odisha coast from Chennai,"Another fishing boat carrying 33 migrant workers from Chennai reached Odisha’s Ganjam district on Tuesday. This was the third motorboat that carried migrants from Chennai to Ganjam since April 25. To dodge the lockdown to contain the spread of coronavirus (COVID-19), these workers opted for a dangerous journey without any navigation equipment. "
1115,Odisha,"April 28, 2020 22:58 IST",Other States,BHUBANESWAR,Coronavirus | Odisha to ramp up testing in coming weeks,"Seven new coronavirus (COVID-19) cases were detected in Odisha taking the total to 118 on Tuesday when Chief Minister Naveen Patnaik ordered for ramping up testing as a large number of Odia people working in other States are likely to return in the coming weeks.Coronavirus India lockdown Day 35 updatesFour of the seven cases were detected in Rourkela in the Sundargarh district and three in the Bhadrak district. While the Bhadrak cases had West Bengal link, the Rourkela cases were contacts of a person who tested positive earlier, the State Health department said.Of the 118 cases, 79 patients were under treatment at COVID-19 hospitals, 38 had recovered after treatment and one had died while 6,880 persons were under quarantine.Mr. Patnaik directed the authorities to increase the testing capacity to 15,000 samples per day to cope with the emerging situation when Odias would return to their villages soon. "
1116,Odisha,"April 28, 2020 22:57 IST",Other States,BERHAMPUR,288 migrant workers on their way to Ganjam from Surat by five buses,Five buses with 288 Odia migrant labourers from Surat in Gujarat are on their way to Odisha’s Ganjam district despite the continuing lockout. 
1117,Odisha,"April 29, 2020 18:10 IST",Other States,Bhubaneswar:,ITI Cuttack develops low-cost robots to combat COVID-19,"Joining the fight against coronavirus (COVID-19), the government-run Industrial Training Institute (ITI) in Cuttack has developed two low-cost robots, which can save health workers from the infectious virus and reduce the need for personal protective equipment. "
